tax_id	scientific_name	sample_accession	secondary_sample_accession	experiment_accession	study_accession	secondary_study_accession	run_accession	center_name	instrument_platform	fastq_ftp	fastq_md5
2697049	Severe acute respiratory syndrome coronavirus 2	SAMEA8215347	ERS5901934	ERX5208595	PRJEB43435	ERP127397	ERR5423903	Greek Genome Center, Biomedical Research Foundation Academy of Athens	ILLUMINA	ftp.dcc-private.ebi.ac.uk/vol1/fastq/ERR542/003/ERR5423903/ERR5423903_1.fastq.gz;ftp.dcc-private.ebi.ac.uk/vol1/fastq/ERR542/003/ERR5423903/ERR5423903_2.fastq.gz	e85de5c2215da89236a924f81384c394;eac5b9fd8287016ff8d453d2b05b0000
